nCount_RNA	limbtype	Pitx1
8029	FLWT	0
7089	FLWT	0
7708	FLWT	0
10941	FLWT	0
6941	FLWT	0
7451	FLWT	0
3973	FLWT	0
11819	FLWT	0
5052	FLWT	0
12568	FLWT	3
11863	FLWT	0
9808	FLWT	0
9025	FLWT	0
8025	FLWT	0
5693	FLWT	0
19656	FLWT	0
6623	FLWT	0
8349	FLWT	0
13625	FLWT	0
5729	FLWT	0
6042	FLWT	0
11144	FLWT	0
4811	FLWT	0
2410	FLWT	0
6514	FLWT	0
8960	FLWT	0
10920	FLWT	0
8608	FLWT	0
5041	FLWT	0
42772	FLWT	0
7836	FLWT	0
9503	FLWT	0
11378	FLWT	0
6267	FLWT	0
6790	FLWT	0
19729	FLWT	0
6696	FLWT	0
9610	FLWT	0
6208	FLWT	0
7002	FLWT	0
18431	FLWT	0
10063	FLWT	0
4726	FLWT	0
16725	FLWT	0
11692	FLWT	0
14562	FLWT	0
6247	FLWT	0
4893	FLWT	0
4361	FLWT	0
6032	FLWT	0
15184	FLWT	0
5546	FLWT	0
4843	FLWT	0
5958	FLWT	0
8958	FLWT	0
15674	FLWT	0
8703	FLWT	0
12381	FLWT	0
4591	FLWT	0
6327	FLWT	0
5101	FLWT	0
6996	FLWT	0
3441	FLWT	0
12435	FLWT	0
9100	FLWT	0
5240	FLWT	0
4211	FLWT	0
2335	FLWT	0
9217	FLWT	0
12944	FLWT	0
6274	FLWT	0
6758	FLWT	0
4562	FLWT	0
15564	FLWT	0
10315	FLWT	0
5729	FLWT	0
13005	FLWT	0
9807	FLWT	0
6089	FLWT	0
3219	FLWT	0
7724	FLWT	0
8003	FLWT	0
9059	FLWT	0
4175	FLWT	0
6801	FLWT	0
11698	FLWT	0
8720	FLWT	0
3782	FLWT	0
4623	FLWT	0
13247	FLWT	0
9666	FLWT	0
4094	FLWT	0
10454	FLWT	1
6070	FLWT	0
8450	FLWT	0
16425	FLWT	0
3655	FLWT	0
9229	FLWT	0
7747	FLWT	0
13599	FLWT	0
5103	FLWT	0
7733	FLWT	0
8431	FLWT	0
12199	FLWT	0
13631	FLWT	0
6688	FLWT	0
9031	FLWT	0
11740	FLWT	0
8658	FLWT	0
12097	FLWT	0
8276	FLWT	0
8965	FLWT	0
4731	FLWT	0
6047	FLWT	0
11788	FLWT	0
11507	FLWT	0
9924	FLWT	0
11080	FLWT	0
15685	FLWT	0
11458	FLWT	0
6683	FLWT	0
7014	FLWT	0
11961	FLWT	0
11425	FLWT	0
9834	FLWT	0
9280	FLWT	0
15068	FLWT	0
9679	FLWT	0
10469	FLWT	0
8216	FLWT	0
9571	FLWT	0
13503	FLWT	0
7582	FLWT	1
16432	FLWT	0
8920	FLWT	0
8276	FLWT	0
7899	FLWT	0
4379	FLWT	0
6584	FLWT	0
8433	FLWT	0
5658	FLWT	0
3699	FLWT	0
19870	FLWT	0
8512	FLWT	0
10308	FLWT	0
5823	FLWT	0
9972	FLWT	0
12260	FLWT	0
9199	FLWT	0
11654	FLWT	0
14106	FLWT	0
11249	FLWT	0
5167	FLWT	0
7093	FLWT	0
18888	FLWT	0
19041	FLWT	0
16341	FLWT	0
8063	FLWT	0
5602	FLWT	0
6760	FLWT	0
5733	FLWT	0
6623	FLWT	0
9123	FLWT	0
3308	FLWT	0
14336	FLWT	0
13253	FLWT	0
6658	FLWT	0
21859	FLWT	0
4519	FLWT	0
5137	FLWT	0
7064	FLWT	0
9754	FLWT	2
11216	FLWT	0
8173	FLWT	0
7676	FLWT	0
7080	FLWT	0
2962	FLWT	0
3910	FLWT	0
3675	FLWT	0
11080	FLWT	0
17043	FLWT	0
5387	FLWT	0
9058	FLWT	0
15766	FLWT	0
4292	FLWT	0
11233	FLWT	0
17826	FLWT	0
7140	FLWT	0
9090	FLWT	0
6095	FLWT	0
9204	FLWT	0
4318	FLWT	0
4084	FLWT	0
4295	FLWT	0
7476	FLWT	0
8499	FLWT	0
13863	FLWT	0
6231	FLWT	0
13434	FLWT	0
11423	FLWT	0
12158	FLWT	0
4896	FLWT	0
6402	FLWT	0
19395	FLWT	0
6543	FLWT	0
5335	FLWT	0
11014	FLWT	0
7712	FLWT	0
6258	FLWT	0
17236	FLWT	0
6914	FLWT	0
9953	FLWT	0
8286	FLWT	0
7059	FLWT	0
14882	FLWT	0
11796	FLWT	0
8318	FLWT	0
5557	FLWT	0
3750	FLWT	0
6505	FLWT	0
14458	FLWT	0
18452	FLWT	1
6302	FLWT	0
8089	FLWT	0
6544	FLWT	0
10965	FLWT	0
6447	FLWT	0
6760	FLWT	0
5936	FLWT	0
5301	FLWT	0
11573	FLWT	0
6745	FLWT	0
4729	FLWT	0
10365	FLWT	0
10707	FLWT	0
8770	FLWT	0
4819	FLWT	0
13468	FLWT	0
11362	FLWT	0
5630	FLWT	0
13812	FLWT	0
9979	FLWT	0
17956	FLWT	0
5208	FLWT	0
7223	FLWT	0
6592	FLWT	0
5890	FLWT	0
5939	FLWT	0
15067	FLWT	0
4931	FLWT	0
12159	FLWT	0
3971	FLWT	0
20428	FLWT	0
7549	FLWT	1
4425	FLWT	0
10859	FLWT	0
10209	FLWT	0
7709	FLWT	0
4258	FLWT	0
10035	FLWT	0
1939	FLWT	0
10511	FLWT	0
5229	FLWT	0
5472	FLWT	0
4314	FLWT	0
6586	FLWT	0
16777	FLWT	0
7565	FLWT	0
8334	FLWT	1
16155	FLWT	0
6812	FLWT	0
12773	FLWT	0
7143	FLWT	0
17528	FLWT	1
6044	FLWT	0
12958	FLWT	0
10415	FLWT	0
6783	FLWT	0
5641	FLWT	0
7548	FLWT	0
10949	FLWT	0
9344	FLWT	0
15373	FLWT	0
10085	FLWT	0
22977	FLWT	0
16402	FLWT	0
1139	FLWT	0
5200	FLWT	0
9495	FLWT	0
6423	FLWT	0
4957	FLWT	0
4138	FLWT	0
4751	FLWT	0
10809	FLWT	0
4648	FLWT	0
6306	FLWT	0
5845	FLWT	0
9122	FLWT	0
8678	FLWT	0
11321	FLWT	0
9077	FLWT	0
10505	FLWT	0
10599	FLWT	0
12149	FLWT	0
7403	FLWT	0
10340	FLWT	0
9949	FLWT	0
6388	FLWT	0
4242	FLWT	0
6671	FLWT	0
7706	FLWT	0
7814	FLWT	0
10136	FLWT	0
7513	FLWT	0
5619	FLWT	0
11957	FLWT	0
7121	FLWT	0
2712	FLWT	0
14659	FLWT	0
5936	FLWT	0
7652	FLWT	0
4704	FLWT	0
17476	FLWT	0
7681	FLWT	0
6552	FLWT	0
10373	FLWT	0
6619	FLWT	0
5439	FLWT	0
7438	FLWT	0
8544	FLWT	0
12094	FLWT	0
14070	FLWT	0
9710	FLWT	0
12147	FLWT	0
2176	FLWT	0
5012	FLWT	0
9648	FLWT	0
5049	FLWT	0
13525	FLWT	0
5707	FLWT	0
25954	FLWT	0
7428	FLWT	0
5491	FLWT	0
14282	FLWT	0
6451	FLWT	0
9023	FLWT	0
5424	FLWT	0
5161	FLWT	0
10253	FLWT	0
16208	FLWT	0
8649	FLWT	0
6091	FLWT	0
14007	FLWT	0
8112	FLWT	0
15100	FLWT	0
4762	FLWT	0
7165	FLWT	0
11701	FLWT	0
17068	FLWT	0
26632	FLWT	0
13096	FLWT	0
8670	FLWT	0
4274	FLWT	0
6426	FLWT	0
8459	FLWT	0
5916	FLWT	0
8293	FLWT	0
8754	FLWT	0
10504	FLWT	0
8796	FLWT	0
12603	FLWT	0
7789	FLWT	0
8116	FLWT	0
13462	FLWT	0
20946	FLWT	0
1261	FLWT	0
6034	FLWT	0
10452	FLWT	0
18329	FLWT	0
10760	FLWT	0
11032	FLWT	0
6257	FLWT	0
6771	FLWT	0
10413	FLWT	0
11921	FLWT	0
14461	FLWT	0
16109	FLWT	0
5539	FLWT	0
32616	FLWT	0
6912	FLWT	0
11313	FLWT	0
7816	FLWT	0
22127	FLWT	0
5618	FLWT	0
8648	FLWT	0
12293	FLWT	0
5802	FLWT	0
12202	FLWT	0
9665	FLWT	0
4533	FLWT	0
5856	FLWT	0
3085	FLWT	0
6428	FLWT	0
10917	FLWT	0
1037	FLWT	0
9980	FLWT	0
8294	FLWT	0
8665	FLWT	0
9265	FLWT	0
5033	FLWT	0
5479	FLWT	0
6485	FLWT	0
510	FLWT	0
6895	FLWT	0
15171	FLWT	0
17091	FLWT	0
5106	FLWT	0
10638	FLWT	0
8536	FLWT	0
16625	FLWT	0
834	FLWT	0
15267	FLWT	0
9009	FLWT	0
18686	FLWT	0
17225	FLWT	0
9850	FLWT	0
10901	FLWT	0
9244	FLWT	0
9815	FLWT	0
10498	FLWT	0
7852	FLWT	0
12364	FLWT	0
8087	FLWT	0
6710	FLWT	0
11559	FLWT	0
11516	FLWT	0
12995	FLWT	0
4577	FLWT	0
3979	FLWT	0
9636	FLWT	0
5503	FLWT	0
5875	FLWT	0
12063	FLWT	0
11569	FLWT	0
19266	FLWT	0
10143	FLWT	0
5708	FLWT	0
11100	FLWT	0
8807	FLWT	0
7751	FLWT	0
11791	FLWT	0
10110	FLWT	0
5523	FLWT	0
6476	FLWT	0
4653	FLWT	0
6640	FLWT	0
17204	FLWT	0
2517	FLWT	0
6395	FLWT	0
8543	FLWT	0
14239	FLWT	0
9961	FLWT	0
6004	FLWT	0
10884	FLWT	0
6091	FLWT	0
21789	FLWT	0
9012	FLWT	0
7844	FLWT	0
17276	FLWT	0
8681	FLWT	0
4934	FLWT	0
7289	FLWT	0
9493	FLWT	0
6100	FLWT	0
16403	FLWT	0
9587	FLWT	0
5421	FLWT	0
9609	FLWT	0
4246	FLWT	0
6533	FLWT	0
9242	FLWT	0
8755	FLWT	0
7512	FLWT	0
5696	FLWT	0
7246	FLWT	0
15435	FLWT	0
5520	FLWT	0
9435	FLWT	0
16128	FLWT	0
11452	FLWT	0
8200	FLWT	0
7245	FLWT	0
4736	FLWT	0
11456	FLWT	0
12015	FLWT	0
18130	FLWT	0
12739	FLWT	0
5182	FLWT	0
10845	FLWT	0
21160	FLWT	0
6467	FLWT	0
3719	FLWT	0
4152	FLWT	0
8571	FLWT	0
11883	FLWT	0
5547	FLWT	0
10622	FLWT	0
8797	FLWT	0
4752	FLWT	0
16039	FLWT	0
5985	FLWT	0
11621	FLWT	0
9075	FLWT	0
9367	FLWT	0
8936	FLWT	0
3950	FLWT	0
17973	FLWT	0
5587	FLWT	0
4295	FLWT	0
7022	FLWT	0
6350	FLWT	0
7999	FLWT	0
8552	FLWT	0
8376	FLWT	0
6330	FLWT	0
13723	FLWT	0
7780	FLWT	0
6728	FLWT	0
7385	FLWT	0
10561	FLWT	0
7145	FLWT	0
4283	FLWT	0
5669	FLWT	0
7689	FLWT	0
8729	FLWT	1
16144	FLWT	0
5539	FLWT	0
8857	FLWT	0
6214	FLWT	0
4724	FLWT	0
14283	FLWT	0
4505	FLWT	0
12572	FLWT	0
5748	FLWT	0
5530	FLWT	0
3330	FLWT	0
8668	FLWT	0
7668	FLWT	0
6118	FLWT	0
18025	FLWT	0
9570	FLWT	0
7766	FLWT	0
13695	FLWT	0
19462	FLWT	0
11948	FLWT	0
7060	FLWT	0
14760	FLWT	0
8887	FLWT	0
11984	FLWT	0
6081	FLWT	0
5639	FLWT	0
17215	FLWT	0
5989	FLWT	0
7278	FLWT	0
3786	FLWT	0
5623	FLWT	0
6884	FLWT	0
8477	FLWT	0
4988	FLWT	0
4813	FLWT	0
5160	FLWT	0
10597	FLWT	0
9394	FLWT	0
9486	FLWT	1
9129	FLWT	0
8361	FLWT	0
3346	FLWT	0
4031	FLWT	0
6435	FLWT	0
10020	FLWT	0
11860	FLWT	0
4546	FLWT	0
13389	FLWT	0
12008	FLWT	0
10760	FLWT	0
3429	FLWT	0
11071	FLWT	0
4232	FLWT	0
5730	FLWT	0
5988	FLWT	0
13253	FLWT	0
4836	FLWT	0
9962	FLWT	0
6981	FLWT	0
11679	FLWT	0
5529	FLWT	0
13070	FLWT	0
8998	FLWT	0
28249	FLWT	0
8202	FLWT	0
13960	FLWT	0
17608	FLWT	0
9578	FLWT	0
2186	FLWT	0
6794	FLWT	0
7529	FLWT	0
5388	FLWT	0
16908	FLWT	0
4139	FLWT	0
11615	FLWT	0
10286	FLWT	0
6283	FLWT	0
9624	FLWT	0
6281	FLWT	0
8646	FLWT	0
15471	FLWT	0
14244	FLWT	0
11532	FLWT	0
6232	FLWT	1
8845	FLWT	0
10937	FLWT	0
5327	FLWT	0
13759	FLWT	0
13535	FLWT	0
10941	FLWT	0
12232	FLWT	0
8515	FLWT	0
13834	FLWT	0
8619	FLWT	0
7021	FLWT	0
30444	FLWT	0
4047	FLWT	0
3911	FLWT	0
11428	FLWT	0
7449	FLWT	0
6669	FLWT	0
6835	FLWT	0
5790	FLWT	0
3671	FLWT	0
8057	FLWT	0
8325	FLWT	0
9816	FLWT	0
7446	FLWT	0
7360	FLWT	0
5712	FLWT	0
5879	FLWT	0
12065	FLWT	0
4232	FLWT	0
13862	FLWT	0
6172	FLWT	0
8708	FLWT	0
6923	FLWT	0
3628	FLWT	0
5063	FLWT	0
9260	FLWT	0
9360	FLWT	0
8712	FLWT	0
9668	FLWT	0
6972	FLWT	0
3610	FLWT	0
3865	FLWT	0
10951	FLWT	0
14251	FLWT	0
10373	FLWT	0
8326	FLWT	0
21212	FLWT	0
9883	FLWT	0
4486	FLWT	0
3174	FLWT	0
11504	FLWT	0
4025	FLWT	0
7908	FLWT	0
4223	FLWT	0
15310	FLWT	0
4007	FLWT	0
7991	FLWT	0
6105	FLWT	0
5701	FLWT	0
13240	FLWT	0
9373	FLWT	0
6009	FLWT	0
5809	FLWT	0
6070	FLWT	0
14469	FLWT	0
8781	FLWT	0
8212	FLWT	0
7665	FLWT	0
7286	FLWT	0
9647	FLWT	0
17402	FLWT	0
16272	FLWT	0
10359	FLWT	0
6148	FLWT	0
6521	FLWT	0
6074	FLWT	0
14746	FLWT	0
6759	FLWT	0
4780	FLWT	0
20983	FLWT	0
11312	FLWT	0
9825	FLWT	0
8570	FLWT	0
10289	FLWT	0
11975	FLWT	0
11008	FLWT	0
3941	FLWT	0
13210	FLWT	0
9990	FLWT	0
6227	FLWT	0
9482	FLWT	0
7513	FLWT	0
9852	FLWT	0
10301	FLWT	0
10687	FLWT	0
14706	FLWT	0
5666	FLWT	0
21365	FLWT	0
11541	FLWT	0
2176	FLWT	0
19222	FLWT	0
10749	FLWT	0
2644	FLWT	0
12825	FLWT	0
6923	FLWT	0
8276	FLWT	0
10848	FLWT	0
6685	FLWT	0
9715	FLWT	0
15394	FLWT	0
9143	FLWT	0
8978	FLWT	0
8597	FLWT	0
9815	FLWT	0
5297	FLWT	0
10752	FLWT	0
5970	FLWT	0
7489	FLWT	0
4041	FLWT	0
5922	FLWT	0
14319	FLWT	0
1867	FLWT	0
5325	FLWT	0
5846	FLWT	0
4805	FLWT	0
3641	FLWT	0
4571	FLWT	0
4746	FLWT	0
12735	FLWT	0
7400	FLWT	0
8523	FLWT	0
6549	FLWT	0
9301	FLWT	0
3456	FLWT	0
9489	FLWT	0
7616	FLWT	0
13785	FLWT	0
6312	FLWT	0
11059	FLWT	0
5226	FLWT	0
5330	FLWT	0
9310	FLWT	0
11891	FLWT	0
13656	FLWT	0
7026	FLWT	0
1694	FLWT	0
6706	FLWT	0
10859	FLWT	0
7016	FLWT	0
24560	FLWT	0
3950	FLWT	0
14503	FLWT	0
5811	FLWT	0
8252	FLWT	0
7409	FLWT	0
5494	FLWT	0
9182	FLWT	0
10917	FLWT	0
7876	FLWT	0
8455	FLWT	0
7615	FLWT	0
7751	FLWT	0
12405	FLWT	0
7227	FLWT	0
23316	FLWT	0
8840	FLWT	0
19509	FLWT	0
6856	FLWT	0
6069	FLWT	0
13549	FLWT	0
5159	FLWT	0
5762	FLWT	0
3062	FLWT	0
9844	FLWT	0
3753	FLWT	0
6754	FLWT	0
13263	FLWT	0
6695	FLWT	0
11911	FLWT	0
6334	FLWT	0
10528	FLWT	0
7544	FLWT	0
14687	FLWT	0
8512	FLWT	0
14179	FLWT	0
9761	FLWT	0
33275	FLWT	0
7208	FLWT	0
5348	FLWT	0
9676	FLWT	0
15852	FLWT	0
7942	FLWT	0
14971	FLWT	0
6861	FLWT	0
13618	FLWT	0
6843	FLWT	0
12533	FLWT	0
7227	FLWT	0
13496	FLWT	0
10295	FLWT	0
11112	FLWT	0
7602	FLWT	0
11812	FLWT	0
15112	FLWT	0
9371	FLWT	0
12492	FLWT	0
6447	FLWT	0
5616	FLWT	0
8816	FLWT	0
7247	FLWT	0
5015	FLWT	0
9319	FLWT	0
9530	FLWT	0
11204	FLWT	0
11402	FLWT	0
4916	FLWT	0
4923	FLWT	0
15348	FLWT	0
5969	FLWT	0
2153	FLWT	0
8913	FLWT	0
5719	FLWT	0
11654	FLWT	0
4965	FLWT	0
6396	FLWT	0
19791	FLWT	2
5947	FLWT	0
11174	FLWT	0
9386	FLWT	1
7028	FLWT	0
8797	FLWT	0
11705	FLWT	0
10212	FLWT	0
12166	FLWT	0
10148	FLWT	0
21989	FLWT	0
9819	FLWT	0
7285	FLWT	0
7388	FLWT	0
13489	FLWT	0
4140	FLWT	0
9831	FLWT	0
18536	FLWT	0
13937	FLWT	0
5783	FLWT	0
7449	FLWT	0
10185	FLWT	0
8327	FLWT	0
3335	FLWT	0
18064	FLWT	0
11484	FLWT	0
16248	FLWT	0
12806	FLWT	0
7355	FLWT	0
6814	FLWT	0
4877	FLWT	0
7668	FLWT	0
8930	FLWT	0
12200	FLWT	0
10723	FLWT	0
9200	FLWT	0
6121	FLWT	0
9634	FLWT	0
8124	FLWT	0
4754	FLWT	0
3549	FLWT	0
12623	FLWT	0
8254	FLWT	0
6620	FLWT	0
12314	FLWT	0
11353	FLWT	0
7406	FLWT	0
2004	FLWT	0
4499	FLWT	0
11300	FLWT	0
11186	FLWT	0
9333	FLWT	0
8542	FLWT	0
5294	FLWT	0
8220	FLWT	0
9253	FLWT	0
8610	FLWT	0
4523	FLWT	0
6463	FLWT	0
3853	FLWT	0
6646	FLWT	0
5105	FLWT	0
9648	FLWT	0
7837	FLWT	0
9066	FLWT	0
4795	FLWT	0
6629	FLWT	0
3240	FLWT	0
3341	FLWT	0
16648	FLWT	0
8018	FLWT	0
8390	FLWT	0
4077	FLWT	0
12908	FLWT	0
7819	FLWT	0
10251	FLWT	0
9567	FLWT	0
6091	FLWT	0
7220	FLWT	0
8128	FLWT	0
5669	FLWT	0
7916	FLWT	0
4154	FLWT	0
6947	FLWT	0
8652	FLWT	0
12752	FLWT	0
16670	FLWT	0
5978	FLWT	0
8445	FLWT	0
3926	FLWT	0
11858	FLWT	0
6326	FLWT	0
7424	FLWT	0
10219	FLWT	0
8563	FLWT	0
7043	FLWT	0
4749	FLWT	0
13812	FLWT	0
15888	FLWT	0
15887	FLWT	0
13402	FLWT	0
4455	FLWT	0
5992	FLWT	0
10713	FLWT	0
5387	FLWT	0
5717	FLWT	0
9056	FLWT	0
4510	FLWT	0
9927	FLWT	0
6210	FLWT	0
11699	FLWT	0
9040	FLWT	0
1945	FLWT	0
8189	FLWT	0
5754	FLWT	0
6769	FLWT	0
11343	FLWT	0
3446	FLWT	0
8859	FLWT	0
7083	FLWT	0
8670	FLWT	0
15692	FLWT	0
10835	FLWT	0
8696	FLWT	0
12594	FLWT	0
3874	FLWT	0
10837	FLWT	0
6043	FLWT	0
5881	FLWT	0
13926	FLWT	0
4267	FLWT	0
9621	FLWT	0
4947	FLWT	0
18962	FLWT	0
7703	FLWT	0
9924	FLWT	0
7853	FLWT	0
9960	FLWT	0
12957	FLWT	0
12542	FLWT	0
4713	FLWT	0
12990	FLWT	0
7389	FLWT	0
9024	FLWT	0
8574	FLWT	0
14088	FLWT	0
8524	FLWT	0
10835	FLWT	0
4865	FLWT	0
6566	FLWT	0
4817	FLWT	0
7991	FLWT	0
14897	FLWT	0
5538	FLWT	0
17438	FLWT	0
18361	FLWT	0
8516	FLWT	0
8450	FLWT	0
4979	FLWT	0
10097	FLWT	0
5195	FLWT	0
15295	FLWT	0
6910	FLWT	0
2987	FLWT	0
7444	FLWT	0
19831	FLWT	2
7229	FLWT	0
9937	FLWT	0
7490	FLWT	0
4729	FLWT	0
9336	FLWT	0
7754	FLWT	0
16238	FLWT	0
9011	FLWT	0
10570	FLWT	0
16595	FLWT	0
6304	FLWT	0
4903	FLWT	0
11253	FLWT	0
11929	FLWT	0
10619	FLWT	0
7210	FLWT	0
10782	FLWT	0
5116	FLWT	0
4845	FLWT	0
10526	FLWT	0
3729	FLWT	0
8928	FLWT	0
6155	FLWT	0
9809	FLWT	0
9894	FLWT	0
8677	FLWT	0
9717	FLWT	0
7706	FLWT	0
7165	FLWT	0
7363	FLWT	0
10007	FLWT	0
18167	FLWT	0
13104	FLWT	0
11498	FLWT	0
11969	FLWT	0
12335	FLWT	0
6788	FLWT	0
12516	FLWT	0
6407	FLWT	0
3187	FLWT	0
13074	FLWT	0
7948	FLWT	0
9580	FLWT	0
8116	FLWT	0
7284	FLWT	0
7920	FLWT	0
6888	FLWT	0
7404	FLWT	0
14383	FLWT	0
11737	FLWT	0
15018	FLWT	0
11525	FLWT	0
7911	FLWT	0
5753	FLWT	0
9082	FLWT	0
11385	FLWT	0
8109	FLWT	0
5859	FLWT	0
9370	FLWT	0
7575	FLWT	0
8069	FLWT	0
7173	FLWT	0
6189	FLWT	0
5987	FLWT	0
14409	FLWT	0
1122	FLWT	0
10154	FLWT	0
10581	FLWT	0
10446	FLWT	0
11130	FLWT	0
6722	FLWT	0
11495	FLWT	0
5149	FLWT	0
11995	FLWT	0
4945	FLWT	0
9938	FLWT	0
11288	FLWT	0
8585	FLWT	0
3504	FLWT	0
3688	FLWT	0
13303	FLWT	0
10324	FLWT	0
17299	FLWT	0
8484	FLWT	0
8688	FLWT	0
4103	FLWT	0
11564	FLWT	0
7068	FLWT	0
24496	FLWT	0
15434	FLWT	0
7395	FLWT	0
13809	FLWT	0
13218	FLWT	0
8893	FLWT	0
7610	FLWT	0
12268	FLWT	0
4394	FLWT	0
10703	FLWT	0
6497	FLWT	0
5270	FLWT	0
11178	FLWT	0
7677	FLWT	0
3721	FLWT	0
5495	FLWT	0
7635	FLWT	0
11759	FLWT	0
6901	FLWT	0
6299	FLWT	0
8876	FLWT	0
14912	FLWT	0
11523	FLWT	0
7793	FLWT	0
18223	FLWT	2
4235	FLWT	0
17431	FLWT	0
7925	FLWT	0
4401	FLWT	0
11998	FLWT	0
9609	FLWT	0
9150	FLWT	0
4866	FLWT	0
7704	FLWT	0
10579	FLWT	0
18065	FLWT	0
5028	FLWT	0
10129	FLWT	0
13099	FLWT	0
7341	FLWT	0
20367	FLWT	0
10263	FLWT	0
2947	FLWT	0
15278	FLWT	0
5501	FLWT	0
7914	FLWT	0
9652	FLWT	0
9977	FLWT	0
10360	FLWT	0
5251	FLWT	0
4642	FLWT	0
6740	FLWT	0
2553	FLWT	0
9540	FLWT	0
11140	FLWT	0
10065	FLWT	0
7026	FLWT	0
10031	FLWT	0
18485	FLWT	0
7427	FLWT	0
4296	FLWT	0
11492	FLWT	0
7173	FLWT	0
4808	FLWT	0
10844	FLWT	0
9316	FLWT	0
9621	FLWT	0
5185	FLWT	0
6244	FLWT	0
8420	FLWT	0
7247	FLWT	0
9263	FLWT	0
10396	FLWT	0
3962	FLWT	0
3496	FLWT	0
9744	FLWT	0
16421	FLWT	0
12154	FLWT	0
5411	FLWT	0
16395	FLWT	0
7586	FLWT	0
4401	FLWT	0
9140	FLWT	0
4446	FLWT	0
10261	FLWT	0
8148	FLWT	0
21030	FLWT	0
8280	FLWT	0
5505	FLWT	0
10313	FLWT	0
9637	FLWT	0
9924	FLWT	0
13033	FLWT	0
10843	FLWT	0
13718	FLWT	0
6226	FLWT	0
6294	FLWT	0
15808	FLWT	0
11410	FLWT	0
7053	FLWT	0
13111	FLWT	0
12230	FLWT	0
4246	FLWT	0
13002	FLWT	0
6397	FLWT	0
11707	FLWT	0
7827	FLWT	0
8235	FLWT	0
17029	FLWT	0
8032	FLWT	0
4957	FLWT	0
15654	FLWT	0
9277	FLWT	0
10028	FLWT	0
5568	FLWT	0
7959	FLWT	0
14219	FLWT	0
5418	FLWT	0
12108	FLWT	0
6526	FLWT	0
4942	FLWT	0
7102	FLWT	0
5924	FLWT	0
10270	FLWT	0
5372	FLWT	0
5587	FLWT	0
10682	FLWT	0
5527	FLWT	0
9572	FLWT	0
8702	FLWT	0
24759	FLWT	0
6840	FLWT	0
536	FLWT	0
7989	FLWT	0
5199	FLWT	0
7764	FLWT	0
9494	FLWT	0
7950	FLWT	0
10577	FLWT	0
11479	FLWT	0
6295	FLWT	0
8937	FLWT	0
9824	FLWT	0
11149	FLWT	0
21740	FLWT	0
11916	FLWT	0
10420	FLWT	0
10099	FLWT	0
6962	FLWT	0
9760	FLWT	0
10630	FLWT	0
6791	FLWT	0
6571	FLWT	0
6142	FLWT	0
8233	FLWT	0
4955	FLWT	0
4298	FLWT	0
9080	FLWT	0
5782	FLWT	0
11026	FLWT	0
2350	FLWT	0
7680	FLWT	0
7312	FLWT	0
8220	FLWT	0
6922	FLWT	0
22946	FLWT	0
4067	FLWT	0
5330	FLWT	0
10790	FLWT	0
16027	FLWT	0
4745	FLWT	0
13375	FLWT	0
11373	FLWT	0
9797	FLWT	0
6789	FLWT	0
15902	FLWT	0
6348	FLWT	0
5562	FLWT	0
10436	FLWT	0
773	FLWT	0
8218	FLWT	0
9915	FLWT	0
2858	FLWT	0
5033	FLWT	0
3504	FLWT	0
3298	FLWT	0
4487	FLWT	0
7597	FLWT	0
12875	FLWT	0
10239	FLWT	0
10629	FLWT	0
4352	FLWT	0
6334	FLWT	0
4475	FLWT	0
10374	FLWT	0
10038	FLWT	0
23551	FLWT	0
10737	FLWT	0
8620	FLWT	0
13581	FLWT	0
6223	FLWT	0
10913	FLWT	0
9021	FLWT	0
16623	FLWT	0
13291	FLWT	0
9077	FLWT	0
7765	FLWT	0
8893	FLWT	0
10434	FLWT	0
17812	FLWT	0
18402	FLWT	0
6084	FLWT	0
3948	FLWT	0
8716	FLWT	0
11243	FLWT	0
16177	FLWT	0
4964	FLWT	0
8883	FLWT	0
11270	FLWT	0
8288	FLWT	0
10911	FLWT	0
23139	FLWT	0
18522	FLWT	0
24088	FLWT	0
9711	FLWT	0
3868	FLWT	0
9878	FLWT	0
8079	FLWT	0
9489	FLWT	0
7594	FLWT	0
11381	FLWT	0
16023	FLWT	0
2012	FLWT	0
10730	FLWT	0
8911	FLWT	0
13259	FLWT	0
9381	FLWT	0
9307	FLWT	0
6220	FLWT	0
5628	FLWT	0
14082	FLWT	0
14128	FLWT	0
27548	FLWT	3
12479	FLWT	0
9428	FLWT	0
10623	FLWT	0
11775	FLWT	0
20464	FLWT	0
9794	FLWT	0
10771	FLWT	0
7243	FLWT	0
8223	FLWT	0
9899	FLWT	0
3198	FLWT	0
3671	FLWT	0
20161	FLWT	0
10130	FLWT	0
12539	FLWT	0
7877	FLWT	0
9473	FLWT	0
8921	FLWT	0
17096	FLWT	0
7291	FLWT	0
3928	FLWT	0
11764	FLWT	0
5448	FLWT	0
9367	FLWT	0
16987	FLWT	0
4687	FLWT	0
6340	FLWT	0
9656	FLWT	0
9753	FLWT	0
4515	FLWT	0
5851	FLWT	0
5399	FLWT	0
10686	FLWT	0
6628	FLWT	0
8855	FLWT	0
20052	FLWT	0
8052	FLWT	0
10508	FLWT	0
13913	FLWT	0
15068	FLWT	0
11910	FLWT	0
6884	FLWT	0
5227	FLWT	0
6538	FLWT	0
4139	FLWT	0
12872	FLWT	0
7519	FLWT	0
5949	FLWT	0
4196	FLWT	0
7080	FLWT	0
10164	FLWT	0
3436	FLWT	0
12843	FLWT	0
31337	FLWT	0
9765	FLWT	0
11322	FLWT	0
11647	FLWT	0
