nCount_RNA	limbtype	Pitx1
19606	FLWT	0
7873	FLWT	0
24708	FLWT	0
12917	FLWT	0
1540	FLWT	0
15108	FLWT	0
9018	FLWT	0
13215	FLWT	0
14729	FLWT	0
27634	FLWT	0
13084	FLWT	0
8179	FLWT	0
12932	FLWT	0
10866	FLWT	0
8940	FLWT	0
15579	FLWT	0
11567	FLWT	0
18414	FLWT	0
15805	FLWT	0
12969	FLWT	0
12724	FLWT	0
26399	FLWT	0
13234	FLWT	0
9485	FLWT	0
27933	FLWT	0
19143	FLWT	0
20905	FLWT	0
11294	FLWT	0
4538	FLWT	0
16484	FLWT	0
10946	FLWT	0
25708	FLWT	0
14294	FLWT	0
26103	FLWT	0
12364	FLWT	0
14229	FLWT	0
21808	FLWT	0
22642	FLWT	0
7616	FLWT	0
12196	FLWT	0
14430	FLWT	0
21298	FLWT	0
8785	FLWT	0
11870	FLWT	0
8140	FLWT	4
17900	FLWT	0
10484	FLWT	0
9440	FLWT	0
19492	FLWT	0
12022	FLWT	0
19355	FLWT	0
13442	FLWT	0
18663	FLWT	0
9473	FLWT	0
10118	FLWT	0
17645	FLWT	0
18983	FLWT	0
20181	FLWT	0
12596	FLWT	0
9070	FLWT	0
15338	FLWT	0
17732	FLWT	0
15689	FLWT	0
16084	FLWT	0
20594	FLWT	7
18099	FLWT	0
15970	FLWT	0
8944	FLWT	0
12980	FLWT	0
1898	FLWT	0
12530	FLWT	0
12593	FLWT	0
25875	FLWT	0
14777	FLWT	0
26560	FLWT	0
18699	FLWT	0
17009	FLWT	0
5985	FLWT	0
21469	FLWT	0
8735	FLWT	0
9175	FLWT	0
10856	FLWT	0
14180	FLWT	0
11381	FLWT	0
16663	FLWT	0
16472	FLWT	0
21751	FLWT	0
12158	FLWT	0
9332	FLWT	0
8601	FLWT	0
16391	FLWT	0
15481	FLWT	0
22258	FLWT	0
12496	FLWT	0
7567	FLWT	0
7929	FLWT	0
12139	FLWT	0
23559	FLWT	0
7712	FLWT	0
18227	FLWT	0
11583	FLWT	0
15991	FLWT	6
9904	FLWT	0
23381	FLWT	0
9061	FLWT	1
24045	FLWT	0
21624	FLWT	0
8409	FLWT	0
5181	FLWT	0
7880	FLWT	0
12976	FLWT	0
13576	FLWT	0
12515	FLWT	0
6911	FLWT	0
21635	FLWT	0
7775	FLWT	0
10883	FLWT	0
12398	FLWT	0
1777	FLWT	0
27836	FLWT	0
10109	FLWT	0
8093	FLWT	0
10880	FLWT	0
19400	FLWT	0
16054	FLWT	0
33655	FLWT	0
7174	FLWT	0
3557	FLWT	0
12989	FLWT	0
17050	FLWT	0
1700	FLWT	0
22021	FLWT	0
10308	FLWT	0
2433	FLWT	0
28579	FLWT	0
11636	FLWT	0
21698	FLWT	0
8247	FLWT	0
7851	FLWT	0
16865	FLWT	0
19880	FLWT	0
19557	FLWT	0
37398	FLWT	0
13019	FLWT	0
8694	FLWT	0
16144	FLWT	0
15681	FLWT	0
23547	FLWT	0
13282	FLWT	0
8153	FLWT	0
16786	FLWT	0
6429	FLWT	3
9530	FLWT	0
16946	FLWT	0
11280	FLWT	0
15050	FLWT	0
8032	FLWT	0
10268	FLWT	0
15765	FLWT	0
35067	FLWT	0
10457	FLWT	0
3631	FLWT	0
8730	FLWT	0
15639	FLWT	0
8142	FLWT	0
11048	FLWT	0
3392	FLWT	0
10664	FLWT	0
11138	FLWT	0
7683	FLWT	0
12357	FLWT	0
1209	FLWT	0
15187	FLWT	0
2871	FLWT	0
8026	FLWT	0
2216	FLWT	0
13947	FLWT	0
11371	FLWT	0
19781	FLWT	0
18516	FLWT	12
7768	FLWT	0
19849	FLWT	0
37330	FLWT	0
9976	FLWT	0
30101	FLWT	0
9612	FLWT	0
17757	FLWT	0
16061	FLWT	0
16194	FLWT	0
14357	FLWT	0
15991	FLWT	0
9041	FLWT	0
16121	FLWT	0
18248	FLWT	0
13272	FLWT	0
10106	FLWT	0
18159	FLWT	0
11210	FLWT	0
10604	FLWT	0
10073	FLWT	0
9312	FLWT	0
16159	FLWT	0
12597	FLWT	0
6290	FLWT	0
7202	FLWT	0
9145	FLWT	0
13533	FLWT	0
17411	FLWT	0
8276	FLWT	0
26572	FLWT	0
8653	FLWT	0
5437	FLWT	2
19273	FLWT	0
6018	FLWT	0
8219	FLWT	0
9085	FLWT	0
12908	FLWT	0
16313	FLWT	0
13321	FLWT	0
23004	FLWT	0
10048	FLWT	0
11823	FLWT	0
10508	FLWT	0
6665	FLWT	0
14638	FLWT	0
17560	FLWT	0
21232	FLWT	0
10033	FLWT	0
12460	FLWT	0
9275	FLWT	0
20743	FLWT	4
19268	FLWT	0
30054	FLWT	0
5239	FLWT	0
14559	FLWT	0
31642	FLWT	0
6821	FLWT	0
12038	FLWT	0
13425	FLWT	0
18948	FLWT	0
15374	FLWT	0
9245	FLWT	0
10654	FLWT	0
12289	FLWT	0
4102	FLWT	0
15671	FLWT	0
12821	FLWT	0
14174	FLWT	0
10050	FLWT	0
14022	FLWT	0
11393	FLWT	0
6722	FLWT	0
17236	FLWT	0
15234	FLWT	0
11775	FLWT	0
11285	FLWT	0
11196	FLWT	0
7722	FLWT	0
12724	FLWT	0
17488	FLWT	0
7176	FLWT	0
20478	FLWT	0
15208	FLWT	0
11971	FLWT	0
10441	FLWT	0
22907	FLWT	0
2231	FLWT	0
19063	FLWT	0
12573	FLWT	0
17509	FLWT	0
19191	FLWT	1
22113	FLWT	0
14353	FLWT	0
3966	FLWT	0
12240	FLWT	0
1411	FLWT	0
16643	FLWT	0
13824	FLWT	0
8392	FLWT	0
5145	FLWT	0
23457	FLWT	0
5678	FLWT	0
5587	FLWT	0
7182	FLWT	0
7006	FLWT	0
8135	FLWT	0
751	FLWT	0
10240	FLWT	1
13956	FLWT	0
4583	FLWT	0
16051	FLWT	0
8810	FLWT	0
6075	FLWT	0
5068	FLWT	0
6847	FLWT	0
8945	FLWT	0
11737	FLWT	0
8321	FLWT	0
2371	FLWT	0
4226	FLWT	0
6896	FLWT	0
8909	FLWT	0
8344	FLWT	0
15903	FLWT	0
7174	FLWT	0
12359	FLWT	0
9863	FLWT	0
11805	FLWT	0
7105	FLWT	0
6746	FLWT	0
9780	FLWT	0
15954	FLWT	0
6715	FLWT	0
8210	FLWT	0
6087	FLWT	0
10020	FLWT	0
16759	FLWT	0
13624	FLWT	0
6904	FLWT	0
6975	FLWT	0
9471	FLWT	0
12348	FLWT	0
14170	FLWT	0
14724	FLWT	0
9465	FLWT	0
4601	FLWT	0
10582	FLWT	0
4123	FLWT	0
8290	FLWT	0
7640	FLWT	0
10938	FLWT	0
13439	FLWT	0
10607	FLWT	0
9537	FLWT	0
19143	FLWT	0
6825	FLWT	0
8669	FLWT	0
10327	FLWT	0
22042	FLWT	0
4299	FLWT	0
10878	FLWT	0
9074	FLWT	0
8058	FLWT	0
5848	FLWT	0
20988	FLWT	0
5653	FLWT	0
12590	FLWT	0
5480	FLWT	0
10078	FLWT	0
7383	FLWT	0
12108	FLWT	0
13984	FLWT	0
7733	FLWT	0
8970	FLWT	0
5221	FLWT	0
11053	FLWT	0
10431	FLWT	0
3855	FLWT	0
15161	FLWT	0
7699	FLWT	0
4453	FLWT	0
7014	FLWT	0
5777	FLWT	0
8299	FLWT	0
4435	FLWT	0
6443	FLWT	0
3830	FLWT	0
6232	FLWT	0
18278	FLWT	0
8345	FLWT	0
3306	FLWT	0
6648	FLWT	0
16044	FLWT	0
7502	FLWT	0
9829	FLWT	0
14697	FLWT	0
9119	FLWT	0
8453	FLWT	0
4701	FLWT	0
2303	FLWT	0
6036	FLWT	0
9495	FLWT	0
6364	FLWT	0
8267	FLWT	0
10066	FLWT	0
12508	FLWT	0
20151	FLWT	0
5724	FLWT	0
9827	FLWT	0
7558	FLWT	0
8890	FLWT	0
21228	FLWT	0
13478	FLWT	0
5452	FLWT	0
1115	FLWT	0
7446	FLWT	0
4482	FLWT	0
10589	FLWT	0
23795	FLWT	0
5867	FLWT	0
10513	FLWT	0
7566	FLWT	0
13028	FLWT	0
5576	FLWT	0
9244	FLWT	0
11398	FLWT	0
17878	FLWT	0
2158	FLWT	0
7605	FLWT	0
4446	FLWT	0
8843	FLWT	0
6150	FLWT	0
5990	FLWT	0
19590	FLWT	1
8077	FLWT	0
537	FLWT	0
2820	FLWT	0
10332	FLWT	0
7286	FLWT	0
9594	FLWT	0
9149	FLWT	0
6511	FLWT	0
28199	FLWT	0
15064	FLWT	0
12160	FLWT	0
6726	FLWT	0
5456	FLWT	0
22937	FLWT	0
8470	FLWT	0
21520	FLWT	0
8880	FLWT	0
11232	FLWT	0
9919	FLWT	0
10539	FLWT	0
11304	FLWT	0
6906	FLWT	0
15122	FLWT	0
12973	FLWT	0
11170	FLWT	0
12441	FLWT	0
12379	FLWT	0
9409	FLWT	0
7414	FLWT	0
7120	FLWT	0
8767	FLWT	0
5687	FLWT	0
6429	FLWT	0
11773	FLWT	0
9135	FLWT	0
10424	FLWT	0
9302	FLWT	0
24024	FLWT	0
8197	FLWT	0
14532	FLWT	0
8846	FLWT	0
4330	FLWT	0
5848	FLWT	0
8206	FLWT	0
15699	FLWT	0
10049	FLWT	0
6753	FLWT	0
11271	FLWT	0
4963	FLWT	0
11221	FLWT	0
7458	FLWT	0
31109	FLWT	0
6752	FLWT	0
6708	FLWT	0
35341	FLWT	0
26545	FLWT	0
14537	FLWT	0
6349	FLWT	0
4920	FLWT	0
10728	FLWT	0
7252	FLWT	0
9046	FLWT	0
3550	FLWT	0
7335	FLWT	0
8709	FLWT	0
4316	FLWT	0
6824	FLWT	0
6577	FLWT	0
11502	FLWT	0
16846	FLWT	0
4443	FLWT	0
6981	FLWT	0
8756	FLWT	0
9521	FLWT	0
5176	FLWT	0
8753	FLWT	0
6654	FLWT	0
6883	FLWT	0
9124	FLWT	0
6032	FLWT	0
10812	FLWT	0
8725	FLWT	0
20463	FLWT	0
12869	FLWT	0
12700	FLWT	0
7157	FLWT	0
3848	FLWT	0
6184	FLWT	0
7111	FLWT	0
7322	FLWT	0
3861	FLWT	0
5907	FLWT	0
4296	FLWT	0
10222	FLWT	0
6677	FLWT	0
12818	FLWT	0
8270	FLWT	0
4518	FLWT	0
4664	FLWT	0
6778	FLWT	0
11619	FLWT	0
5299	FLWT	0
17437	FLWT	0
9475	FLWT	0
9161	FLWT	0
4142	FLWT	0
9694	FLWT	0
9724	FLWT	0
8811	FLWT	0
9948	FLWT	0
9960	FLWT	0
14518	FLWT	0
28444	FLWT	0
5256	FLWT	0
14406	FLWT	0
5314	FLWT	0
9916	FLWT	0
9832	FLWT	0
4000	FLWT	0
9549	FLWT	0
8687	FLWT	0
13462	FLWT	0
4747	FLWT	0
19505	FLWT	0
6682	FLWT	0
8357	FLWT	0
11419	FLWT	0
9098	FLWT	0
13380	FLWT	0
9009	FLWT	0
14676	FLWT	0
9986	FLWT	0
6060	FLWT	0
9168	FLWT	0
5554	FLWT	0
15626	FLWT	0
13148	FLWT	0
14137	FLWT	0
17612	FLWT	0
8688	FLWT	0
4108	FLWT	0
7816	FLWT	0
12309	FLWT	0
11845	FLWT	0
13807	FLWT	0
12151	FLWT	0
7662	FLWT	0
12135	FLWT	0
8913	FLWT	0
7980	FLWT	0
9931	FLWT	0
9709	FLWT	0
13188	FLWT	0
7891	FLWT	0
4324	FLWT	0
7276	FLWT	0
10096	FLWT	0
11688	FLWT	0
9258	FLWT	0
8065	FLWT	0
8056	FLWT	0
4329	FLWT	0
17203	FLWT	0
18940	FLWT	0
10284	FLWT	0
7756	FLWT	0
4353	FLWT	0
630	FLWT	0
7226	FLWT	0
13931	FLWT	0
9351	FLWT	0
14543	FLWT	1
10572	FLWT	0
4873	FLWT	0
12150	FLWT	0
12960	FLWT	0
4305	FLWT	0
5120	FLWT	0
11684	FLWT	0
5452	FLWT	0
8652	FLWT	0
5676	FLWT	0
7194	FLWT	0
3919	FLWT	0
7422	FLWT	0
11996	FLWT	0
1023	FLWT	0
14331	FLWT	0
8346	FLWT	0
7928	FLWT	0
13097	FLWT	0
8371	FLWT	0
3836	FLWT	0
5293	FLWT	0
8600	FLWT	0
33191	FLWT	0
17506	FLWT	0
6057	FLWT	0
4198	FLWT	0
16577	FLWT	0
4277	FLWT	0
6155	FLWT	0
6532	FLWT	0
6591	FLWT	0
4613	FLWT	0
10626	FLWT	0
7415	FLWT	0
6433	FLWT	0
6965	FLWT	0
20149	FLWT	0
12215	FLWT	0
8511	FLWT	0
8508	FLWT	0
5629	FLWT	0
7820	FLWT	0
10937	FLWT	0
9255	FLWT	0
8977	FLWT	0
11263	FLWT	0
8908	FLWT	0
2875	FLWT	0
7594	FLWT	0
6599	FLWT	0
6128	FLWT	0
4395	FLWT	0
5909	FLWT	0
13000	FLWT	0
9822	FLWT	0
10814	FLWT	0
18159	FLWT	0
7097	FLWT	0
6199	FLWT	0
3788	FLWT	0
10414	FLWT	0
7508	FLWT	0
13209	FLWT	0
11445	FLWT	0
3169	FLWT	0
10923	FLWT	0
12150	FLWT	0
7336	FLWT	0
5994	FLWT	0
6621	FLWT	0
6397	FLWT	0
18112	FLWT	0
6138	FLWT	0
6508	FLWT	0
9106	FLWT	0
6339	FLWT	0
4732	FLWT	0
12518	FLWT	0
8940	FLWT	0
10500	FLWT	0
14117	FLWT	0
7134	FLWT	0
11539	FLWT	0
4546	FLWT	0
11638	FLWT	0
19294	FLWT	0
10406	FLWT	0
20022	FLWT	0
5638	FLWT	0
11998	FLWT	0
15024	FLWT	0
7395	FLWT	0
4947	FLWT	0
8997	FLWT	0
10404	FLWT	0
11984	FLWT	0
10812	FLWT	0
8944	FLWT	0
13861	FLWT	0
10921	FLWT	0
4650	FLWT	0
4638	FLWT	0
10498	FLWT	0
6941	FLWT	0
12437	FLWT	0
13292	FLWT	0
6114	FLWT	0
5990	FLWT	0
3752	FLWT	0
5473	FLWT	0
7529	FLWT	0
15257	FLWT	0
5256	FLWT	0
6126	FLWT	0
20844	FLWT	0
5146	FLWT	0
7661	FLWT	0
7146	FLWT	0
5824	FLWT	0
6898	FLWT	0
8398	FLWT	0
7452	FLWT	0
7346	FLWT	0
5286	FLWT	0
8822	FLWT	0
7437	FLWT	0
8275	FLWT	0
7861	FLWT	0
14930	FLWT	0
9024	FLWT	0
10163	FLWT	0
5708	FLWT	0
5656	FLWT	0
9642	FLWT	0
8318	FLWT	0
12452	FLWT	0
7137	FLWT	0
4841	FLWT	0
11398	FLWT	0
6391	FLWT	0
6418	FLWT	0
13724	FLWT	0
7982	FLWT	0
11318	FLWT	0
5294	FLWT	0
4542	FLWT	0
4596	FLWT	0
11212	FLWT	0
8664	FLWT	0
17476	FLWT	0
11801	FLWT	0
9061	FLWT	0
6284	FLWT	0
15228	FLWT	0
6755	FLWT	0
6057	FLWT	0
7592	FLWT	0
6608	FLWT	0
10167	FLWT	0
7399	FLWT	0
7212	FLWT	0
6693	FLWT	0
10051	FLWT	0
9008	FLWT	0
6144	FLWT	0
7777	FLWT	0
4437	FLWT	0
5403	FLWT	0
10693	FLWT	0
13741	FLWT	0
4915	FLWT	0
14848	FLWT	0
8271	FLWT	0
12468	FLWT	0
12279	FLWT	0
6638	FLWT	0
8134	FLWT	0
17159	FLWT	0
8811	FLWT	0
16078	FLWT	0
17063	FLWT	0
10413	FLWT	0
8157	FLWT	0
12743	FLWT	0
8513	FLWT	0
9704	FLWT	0
34626	FLWT	0
7617	FLWT	0
8010	FLWT	0
2076	FLWT	0
11078	FLWT	0
10570	FLWT	0
12474	FLWT	0
4678	FLWT	0
7153	FLWT	0
11179	FLWT	0
2455	FLWT	0
13200	FLWT	0
4809	FLWT	0
5709	FLWT	0
12861	FLWT	0
8117	FLWT	0
3703	FLWT	0
7917	FLWT	0
9048	FLWT	0
12117	FLWT	0
7554	FLWT	0
15572	FLWT	0
7550	FLWT	0
11271	FLWT	0
7838	FLWT	0
7242	FLWT	0
6413	FLWT	0
9453	FLWT	0
7444	FLWT	0
6391	FLWT	0
14954	FLWT	0
8912	FLWT	0
3418	FLWT	0
6234	FLWT	0
11459	FLWT	0
7143	FLWT	0
9131	FLWT	0
8984	FLWT	0
12311	FLWT	0
12521	FLWT	0
2472	FLWT	0
17285	FLWT	0
8692	FLWT	0
9677	FLWT	0
9704	FLWT	0
7175	FLWT	0
11918	FLWT	0
13346	FLWT	0
6045	FLWT	0
11256	FLWT	0
6628	FLWT	0
10518	FLWT	0
7535	FLWT	0
4888	FLWT	0
7731	FLWT	0
7857	FLWT	0
11305	FLWT	0
7735	FLWT	0
6789	FLWT	0
3939	FLWT	0
1389	FLWT	0
18744	FLWT	0
19686	FLWT	0
7235	FLWT	0
7717	FLWT	0
4993	FLWT	0
6444	FLWT	0
10747	FLWT	0
13945	FLWT	0
4672	FLWT	0
10605	FLWT	0
12870	FLWT	0
9410	FLWT	0
7165	FLWT	0
11062	FLWT	0
5064	FLWT	0
11153	FLWT	0
17655	FLWT	0
5684	FLWT	0
9920	FLWT	0
6267	FLWT	0
10421	FLWT	0
4976	FLWT	0
7264	FLWT	0
15413	FLWT	0
13536	FLWT	0
3046	FLWT	0
2124	FLWT	0
5561	FLWT	0
4330	FLWT	0
3224	FLWT	0
6479	FLWT	0
20558	FLWT	0
6119	FLWT	0
3478	FLWT	0
5781	FLWT	0
8279	FLWT	0
4870	FLWT	0
15239	FLWT	0
9227	FLWT	0
5126	FLWT	0
2874	FLWT	0
7127	FLWT	0
4628	FLWT	0
7495	FLWT	0
16512	FLWT	0
7980	FLWT	0
4374	FLWT	0
6776	FLWT	0
9214	FLWT	0
14370	FLWT	0
4923	FLWT	0
20671	FLWT	0
4409	FLWT	0
9230	FLWT	0
6935	FLWT	0
7524	FLWT	0
7353	FLWT	0
5136	FLWT	0
5555	FLWT	0
7637	FLWT	0
4238	FLWT	0
8289	FLWT	0
13769	FLWT	0
9469	FLWT	0
10653	FLWT	0
5496	FLWT	0
9366	FLWT	0
5475	FLWT	0
12483	FLWT	0
11249	FLWT	0
10322	FLWT	0
7403	FLWT	0
8111	FLWT	0
11992	FLWT	0
15065	FLWT	0
4658	FLWT	0
12942	FLWT	0
8075	FLWT	0
7036	FLWT	0
15599	FLWT	0
19328	FLWT	0
6501	FLWT	0
8193	FLWT	0
9618	FLWT	0
12752	FLWT	0
5935	FLWT	0
5594	FLWT	0
7357	FLWT	0
6018	FLWT	0
8567	FLWT	0
17145	FLWT	0
10222	FLWT	0
12951	FLWT	0
9538	FLWT	0
8436	FLWT	0
12928	FLWT	0
5583	FLWT	0
9422	FLWT	0
7057	FLWT	0
10191	FLWT	0
11603	FLWT	0
3685	FLWT	0
8367	FLWT	0
23869	FLWT	0
8535	FLWT	0
8745	FLWT	0
16159	FLWT	0
18133	FLWT	0
6398	FLWT	0
8094	FLWT	0
4961	FLWT	0
11506	FLWT	0
3714	FLWT	0
11387	FLWT	0
6407	FLWT	0
3177	FLWT	0
5206	FLWT	0
11075	FLWT	0
10463	FLWT	0
5864	FLWT	0
7985	FLWT	0
8388	FLWT	0
7335	FLWT	0
7914	FLWT	0
8513	FLWT	0
9598	FLWT	0
7140	FLWT	0
9242	FLWT	0
7763	FLWT	0
10300	FLWT	0
13133	FLWT	0
10913	FLWT	0
9116	FLWT	0
9027	FLWT	0
8670	FLWT	0
7619	FLWT	0
11602	FLWT	0
4085	FLWT	0
5085	FLWT	0
6069	FLWT	0
2552	FLWT	0
16073	FLWT	0
7372	FLWT	0
17259	FLWT	0
6252	FLWT	0
4993	FLWT	0
4165	FLWT	0
17344	FLWT	0
3017	FLWT	0
12192	FLWT	0
4934	FLWT	0
6318	FLWT	0
6389	FLWT	0
20000	FLWT	0
5413	FLWT	0
5233	FLWT	0
19744	FLWT	0
7264	FLWT	0
13747	FLWT	0
11518	FLWT	0
10827	FLWT	0
9887	FLWT	0
13846	FLWT	0
8809	FLWT	0
7606	FLWT	0
8674	FLWT	0
5818	FLWT	0
7562	FLWT	0
10295	FLWT	0
12041	FLWT	0
8037	FLWT	0
8520	FLWT	0
11870	FLWT	0
4557	FLWT	0
10475	FLWT	0
10574	FLWT	0
4626	FLWT	0
5570	FLWT	0
9974	FLWT	0
10128	FLWT	0
12494	FLWT	0
12996	FLWT	0
12289	FLWT	0
8789	FLWT	0
8133	FLWT	0
5434	FLWT	0
5062	FLWT	0
10707	FLWT	0
7583	FLWT	0
4060	FLWT	0
5799	FLWT	0
2974	FLWT	0
2610	FLWT	0
8035	FLWT	0
5977	FLWT	0
7731	FLWT	0
8414	FLWT	0
7665	FLWT	0
8690	FLWT	0
6437	FLWT	0
6368	FLWT	0
9726	FLWT	0
7146	FLWT	0
6779	FLWT	0
5658	FLWT	0
6086	FLWT	0
6432	FLWT	0
10902	FLWT	0
5624	FLWT	0
6165	FLWT	0
2975	FLWT	0
11793	FLWT	0
18329	FLWT	0
5387	FLWT	0
7234	FLWT	1
12438	FLWT	0
7573	FLWT	0
3551	FLWT	0
14807	FLWT	0
7806	FLWT	0
8722	FLWT	0
6554	FLWT	0
23477	FLWT	0
6651	FLWT	0
6989	FLWT	0
10278	FLWT	0
11478	FLWT	0
6442	FLWT	0
7935	FLWT	1
4811	FLWT	0
6096	FLWT	0
10399	FLWT	0
8914	FLWT	0
10616	FLWT	0
12597	FLWT	0
8246	FLWT	0
6593	FLWT	0
10233	FLWT	0
3656	FLWT	0
7797	FLWT	0
5167	FLWT	0
4639	FLWT	0
19655	FLWT	0
17651	FLWT	0
7937	FLWT	0
8055	FLWT	0
8221	FLWT	0
11844	FLWT	0
4862	FLWT	0
13691	FLWT	0
7416	FLWT	0
3705	FLWT	0
6766	FLWT	1
6428	FLWT	0
13200	FLWT	0
17169	FLWT	0
5491	FLWT	0
9133	FLWT	0
8888	FLWT	0
5922	FLWT	0
8773	FLWT	0
7599	FLWT	0
12723	FLWT	0
10777	FLWT	0
5363	FLWT	0
5998	FLWT	0
7409	FLWT	0
14008	FLWT	0
10170	FLWT	0
6813	FLWT	0
22792	FLWT	0
14420	FLWT	0
2731	FLWT	0
13218	FLWT	0
10535	FLWT	0
7506	FLWT	0
7100	FLWT	0
11813	FLWT	0
16136	FLWT	0
10663	FLWT	0
5038	FLWT	0
15472	FLWT	0
9848	FLWT	0
10834	FLWT	0
6151	FLWT	0
11646	FLWT	0
10559	FLWT	0
13614	FLWT	0
10896	FLWT	0
15878	FLWT	0
6665	FLWT	0
5082	FLWT	0
6068	FLWT	0
6352	FLWT	0
12129	FLWT	0
12249	FLWT	0
6638	FLWT	0
8627	FLWT	0
6294	FLWT	0
10025	FLWT	0
7930	FLWT	0
9873	FLWT	0
4940	FLWT	0
9081	FLWT	0
6408	FLWT	0
13282	FLWT	0
11678	FLWT	0
7199	FLWT	0
9691	FLWT	0
4460	FLWT	0
16255	FLWT	0
15034	FLWT	0
11008	FLWT	0
12453	FLWT	0
8739	FLWT	2
4449	FLWT	0
8982	FLWT	0
24385	FLWT	0
5094	FLWT	0
5094	FLWT	0
16392	FLWT	1
13329	FLWT	0
11010	FLWT	0
6476	FLWT	0
11677	FLWT	0
9879	FLWT	0
13476	FLWT	0
6461	FLWT	0
5633	FLWT	0
9431	FLWT	0
6093	FLWT	0
3716	FLWT	0
10972	FLWT	0
14276	FLWT	0
5900	FLWT	0
8218	FLWT	0
5006	FLWT	0
9758	FLWT	0
15628	FLWT	0
9238	FLWT	0
12457	FLWT	0
7342	FLWT	0
2645	FLWT	0
6982	FLWT	0
14950	FLWT	0
4541	FLWT	0
8698	FLWT	0
5123	FLWT	0
5315	FLWT	0
8724	FLWT	0
11918	FLWT	0
2893	FLWT	0
6590	FLWT	0
6384	FLWT	0
9301	FLWT	0
11963	FLWT	0
12504	FLWT	0
7220	FLWT	0
3765	FLWT	0
22139	FLWT	0
13263	FLWT	0
7409	FLWT	0
7007	FLWT	0
613	FLWT	0
8053	FLWT	0
17485	FLWT	0
5319	FLWT	0
8402	FLWT	0
6869	FLWT	0
10911	FLWT	0
18411	FLWT	0
7488	FLWT	0
8069	FLWT	0
15672	FLWT	0
11975	FLWT	0
12927	FLWT	0
6468	FLWT	0
8889	FLWT	0
10083	FLWT	0
4933	FLWT	0
10320	FLWT	0
9184	FLWT	0
13294	FLWT	0
8570	FLWT	0
11867	FLWT	0
10481	FLWT	0
9530	FLWT	0
16068	FLWT	0
12656	FLWT	0
2668	FLWT	0
14879	FLWT	0
5866	FLWT	0
9572	FLWT	0
19378	FLWT	0
5856	FLWT	0
6467	FLWT	0
14031	FLWT	0
4737	FLWT	0
9651	FLWT	0
9075	FLWT	0
9076	FLWT	0
18628	FLWT	0
6048	FLWT	0
12336	FLWT	1
3248	FLWT	0
8954	FLWT	0
5471	FLWT	0
9038	FLWT	0
12132	FLWT	0
8773	FLWT	0
8766	FLWT	0
7058	FLWT	0
7234	FLWT	0
8068	FLWT	0
9732	FLWT	0
6407	FLWT	0
5554	FLWT	0
7244	FLWT	0
8033	FLWT	0
12672	FLWT	0
10008	FLWT	0
12398	FLWT	0
5384	FLWT	0
6188	FLWT	0
9286	FLWT	0
7379	FLWT	0
13525	FLWT	0
10262	FLWT	1
15658	FLWT	0
5880	FLWT	0
5999	FLWT	0
10401	FLWT	0
4987	FLWT	0
9498	FLWT	0
7458	FLWT	0
11366	FLWT	0
10389	FLWT	0
8397	FLWT	0
6627	FLWT	0
8444	FLWT	0
6397	FLWT	0
5547	FLWT	0
4731	FLWT	0
5958	FLWT	0
10264	FLWT	0
12769	FLWT	0
6049	FLWT	0
20893	FLWT	0
7604	FLWT	0
4027	FLWT	0
6874	FLWT	0
6825	FLWT	0
8081	FLWT	0
11450	FLWT	0
7566	FLWT	0
20353	FLWT	0
9784	FLWT	0
13219	FLWT	0
5994	FLWT	0
12116	FLWT	0
8296	FLWT	0
6038	FLWT	0
13810	FLWT	0
6982	FLWT	0
11870	FLWT	0
10628	FLWT	0
4935	FLWT	0
3016	FLWT	0
3962	FLWT	0
5277	FLWT	0
6175	FLWT	0
9311	FLWT	0
7886	FLWT	0
20125	FLWT	0
7143	FLWT	0
7373	FLWT	0
6187	FLWT	0
9458	FLWT	0
6787	FLWT	0
10676	FLWT	0
4824	FLWT	0
14312	FLWT	0
7116	FLWT	0
5839	FLWT	0
11539	FLWT	0
9904	FLWT	0
4884	FLWT	0
7828	FLWT	0
11824	FLWT	0
10105	FLWT	0
5766	FLWT	0
13686	FLWT	0
15180	FLWT	1
20058	FLWT	0
6463	FLWT	0
8601	FLWT	0
7925	FLWT	0
5965	FLWT	0
7130	FLWT	0
10751	FLWT	0
5414	FLWT	0
9205	FLWT	0
22314	FLWT	0
8266	FLWT	0
5166	FLWT	0
10993	FLWT	0
4330	FLWT	0
13186	FLWT	0
1429	FLWT	0
8516	FLWT	0
4564	FLWT	0
12345	FLWT	0
9907	FLWT	0
7123	FLWT	0
16685	FLWT	0
14500	FLWT	0
11178	FLWT	0
2965	FLWT	0
12466	FLWT	0
12254	FLWT	0
12520	FLWT	0
19093	FLWT	0
15587	FLWT	0
5479	FLWT	0
12664	FLWT	0
15964	FLWT	0
26226	FLWT	0
10864	FLWT	0
14280	FLWT	0
9063	FLWT	0
7468	FLWT	0
13084	FLWT	0
16285	FLWT	0
19372	FLWT	0
37055	FLWT	0
9001	FLWT	0
11273	FLWT	0
19785	FLWT	0
10655	FLWT	0
6250	FLWT	0
5130	FLWT	0
20086	FLWT	0
13970	FLWT	0
7092	FLWT	0
9331	FLWT	0
4674	FLWT	0
11251	FLWT	1
7740	FLWT	0
13270	FLWT	0
6260	FLWT	0
9393	FLWT	0
7790	FLWT	0
13159	FLWT	0
15859	FLWT	0
11511	FLWT	0
8638	FLWT	0
6669	FLWT	0
8822	FLWT	0
5902	FLWT	0
7221	FLWT	0
10494	FLWT	0
6884	FLWT	0
3984	FLWT	0
9967	FLWT	0
